gender,agegroup,education,ethnicity,income,shopping,risk,harm,infotype,willingness-,willingness
Male,18-24,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your city,Insecurity,AgeRange,1,8
Male,18-24,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your city,Surveillance,AgeRange,1,8
Female,25-29,"High school graduate, no college",Other,"Less than $25,000",3,only 1 person in your workplace,InducedDisclosure,AgeRange,1,8
Female,25-29,"High school graduate, no college",Other,"Less than $25,000",3,only 1 person in your workplace,Insecurity,AgeRange,1,8
Female,25-29,"High school graduate, no college",Other,"Less than $25,000",3,only 1 person in your workplace,Surveillance,AgeRange,1,8
Female,25-29,Some college or associate degree,White,"Less than $25,000",3,only 1 person in your country,InducedDisclosure,AgeRange,2,7
Female,25-29,Some college or associate degree,White,"Less than $25,000",3,only 1 person in your country,Insecurity,AgeRange,2,7
Female,25-29,Some college or associate degree,White,"Less than $25,000",3,only 1 person in your country,Surveillance,AgeRange,2,7
Female,30-34,"High school graduate, no college",White,"Less than $25,000",4,only 1 person in your city,InducedDisclosure,AgeRange,6,3
Female,30-34,"High school graduate, no college",White,"Less than $25,000",4,only 1 person in your city,Insecurity,AgeRange,5,4
Female,30-34,"High school graduate, no college",White,"Less than $25,000",4,only 1 person in your city,Surveillance,AgeRange,5,4
Male,25-29,Masters degree,White,"$35,000 to $49,999",4,only 1 person in your workplace,InducedDisclosure,AgeRange,4,5
Male,25-29,Masters degree,White,"$35,000 to $49,999",4,only 1 person in your workplace,Insecurity,AgeRange,6,3
Male,25-29,Masters degree,White,"$35,000 to $49,999",4,only 1 person in your workplace,Surveillance,AgeRange,7,2
Female,30-34,Bachelor's degree,White,"$100,000 to $124,999",2,only 1 person in your workplace,InducedDisclosure,AgeRange,5,4
Female,30-34,Bachelor's degree,White,"$100,000 to $124,999",2,only 1 person in your workplace,Insecurity,AgeRange,3,6
Female,30-34,Bachelor's degree,White,"$100,000 to $124,999",2,only 1 person in your workplace,Surveillance,AgeRange,3,6
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your workplace,InducedDisclosure,AgeRange,2,7
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your workplace,Insecurity,AgeRange,1,8
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your workplace,Surveillance,AgeRange,1,8
Female,60 or older,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your workplace,InducedDisclosure,AgeRange,1,8
Female,60 or older,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your workplace,Insecurity,AgeRange,1,8
Female,60 or older,Some college or associate degree,White,"$25,000 to $34,999",4,only 1 person in your workplace,Surveillance,AgeRange,1,8
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"Less than $25,000",4,only 1 person in your family,InducedDisclosure,AgeRange,3,6
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"Less than $25,000",4,only 1 person in your family,Insecurity,AgeRange,5,4
Male,25-29,Bachelor's degree,Asian/Pacific Islander,"Less than $25,000",4,only 1 person in your family,Surveillance,AgeRange,8,1
Female,30-34,Masters degree,Black or African American,"$35,000 to $49,999",3,only 1 person in your city,InducedDisclosure,AgeRange,3,6
Female,30-34,Masters degree,Black or African American,"$35,000 to $49,999",3,only 1 person in your city,Insecurity,AgeRange,3,6
Female,30-34,Masters degree,Black or African American,"$35,000 to $49,999",3,only 1 person in your city,Surveillance,AgeRange,2,7
Male,18-24,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your country,InducedDisclosure,AgeRange,3,6
Male,18-24,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your country,Insecurity,AgeRange,3,6
Male,18-24,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your country,Surveillance,AgeRange,3,6
Female,60 or older,"High school graduate, no college",White,"$35,000 to $49,999",5,only 1 person in your city,InducedDisclosure,AgeRange,2,7
Female,60 or older,"High school graduate, no college",White,"$35,000 to $49,999",5,only 1 person in your city,Insecurity,AgeRange,2,7
Female,60 or older,"High school graduate, no college",White,"$35,000 to $49,999",5,only 1 person in your city,Surveillance,AgeRange,2,7
Male,35-39,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your family,InducedDisclosure,AgeRange,3,6
Male,35-39,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your family,Insecurity,AgeRange,3,6
Male,35-39,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your family,Surveillance,AgeRange,3,6
Female,60 or older,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your country,InducedDisclosure,AgeRange,3,6
Female,60 or older,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your country,Insecurity,AgeRange,3,6
Female,60 or older,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your country,Surveillance,AgeRange,2,7
Male,25-29,"High school graduate, no college",Hispanic or Latino,"Less than $25,000",5,only 1 person in your state,InducedDisclosure,AgeRange,3,6
Male,25-29,"High school graduate, no college",Hispanic or Latino,"Less than $25,000",5,only 1 person in your state,Insecurity,AgeRange,4,5
Male,25-29,"High school graduate, no college",Hispanic or Latino,"Less than $25,000",5,only 1 person in your state,Surveillance,AgeRange,4,5
Male,35-39,Bachelor's degree,White,"Less than $25,000",5,only 1 person in your country,InducedDisclosure,AgeRange,3,6
Male,35-39,Bachelor's degree,White,"Less than $25,000",5,only 1 person in your country,Insecurity,AgeRange,3,6
Male,35-39,Bachelor's degree,White,"Less than $25,000",5,only 1 person in your country,Surveillance,AgeRange,3,6
Male,50-54,Bachelor's degree,White,"$75,000 to $99,999",2,only 1 person in your state,InducedDisclosure,AgeRange,3,6
Male,50-54,Bachelor's degree,White,"$75,000 to $99,999",2,only 1 person in your state,Insecurity,AgeRange,3,6
Male,50-54,Bachelor's degree,White,"$75,000 to $99,999",2,only 1 person in your state,Surveillance,AgeRange,3,6
Female,60 or older,Some college or associate degree,White,"$35,000 to $49,999",2,only 1 person in your family,InducedDisclosure,AgeRange,1,8
Female,60 or older,Some college or associate degree,White,"$35,000 to $49,999",2,only 1 person in your family,Insecurity,AgeRange,8,1
Female,60 or older,Some college or associate degree,White,"$35,000 to $49,999",2,only 1 person in your family,Surveillance,AgeRange,8,1
Female,30-34,Bachelor's degree,Black or African American,"$75,000 to $99,999",2,only 1 person in your state,InducedDisclosure,AgeRange,3,6
Female,30-34,Bachelor's degree,Black or African American,"$75,000 to $99,999",2,only 1 person in your state,Insecurity,AgeRange,7,2
Female,30-34,Bachelor's degree,Black or African American,"$75,000 to $99,999",2,only 1 person in your state,Surveillance,AgeRange,6,3
Female,45-49,"High school graduate, no college",White,"$75,000 to $99,999",3,only 1 person in your city,InducedDisclosure,AgeRange,4,5
Female,45-49,"High school graduate, no college",White,"$75,000 to $99,999",3,only 1 person in your city,Insecurity,AgeRange,4,5
Female,45-49,"High school graduate, no college",White,"$75,000 to $99,999",3,only 1 person in your city,Surveillance,AgeRange,4,5
Male,30-34,Masters degree,White,"$50,000 to $74,999",4,only 1 person in your workplace,InducedDisclosure,AgeRange,4,5
Male,30-34,Masters degree,White,"$50,000 to $74,999",4,only 1 person in your workplace,Insecurity,AgeRange,4,5
Male,30-34,Masters degree,White,"$50,000 to $74,999",4,only 1 person in your workplace,Surveillance,AgeRange,4,5
Female,45-49,"High school graduate, no college",White,"$25,000 to $34,999",3,only 1 person in your state,InducedDisclosure,AgeRange,3,6
Female,45-49,"High school graduate, no college",White,"$25,000 to $34,999",3,only 1 person in your state,Insecurity,AgeRange,3,6
Female,45-49,"High school graduate, no college",White,"$25,000 to $34,999",3,only 1 person in your state,Surveillance,AgeRange,3,6
Male,50-54,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your family,InducedDisclosure,AgeRange,4,5
Male,50-54,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your family,Insecurity,AgeRange,4,5
Male,50-54,Some college or associate degree,White,"$35,000 to $49,999",4,only 1 person in your family,Surveillance,AgeRange,4,5
Male,60 or older,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your state,InducedDisclosure,AgeRange,1,8
Male,60 or older,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your state,Insecurity,AgeRange,1,8
Male,60 or older,Bachelor's degree,White,"$50,000 to $74,999",4,only 1 person in your state,Surveillance,AgeRange,2,7
Male,50-54,Bachelor's degree,White,"$35,000 to $49,999",2,only 1 person in your family,InducedDisclosure,AgeRange,7,2
Male,50-54,Bachelor's degree,White,"$35,000 to $49,999",2,only 1 person in your family,Insecurity,AgeRange,7,2
Male,50-54,Bachelor's degree,White,"$35,000 to $49,999",2,only 1 person in your family,Surveillance,AgeRange,4,5
Female,30-34,Some college or associate degree,Other,"$50,000 to $74,999",4,only 1 person in your family,InducedDisclosure,AgeRange,3,6
Female,30-34,Some college or associate degree,Other,"$50,000 to $74,999",4,only 1 person in your family,Insecurity,AgeRange,8,1
Female,30-34,Some college or associate degree,Other,"$50,000 to $74,999",4,only 1 person in your family,Surveillance,AgeRange,6,3
Male,60 or older,"High school graduate, no college",White,"Less than $25,000",4,only 1 person in your family,InducedDisclosure,AgeRange,3,6
Male,60 or older,"High school graduate, no college",White,"Less than $25,000",4,only 1 person in your family,Insecurity,AgeRange,3,6
Male,60 or older,"High school graduate, no college",White,"Less than $25,000",4,only 1 person in your family,Surveillance,AgeRange,4,5
Female,60 or older,"High school graduate, no college",White,"Less than $25,000",4,only 1 person in your state,InducedDisclosure,AgeRange,3,6
Female,60 or older,"High school graduate, no college",White,"Less than $25,000",4,only 1 person in your state,Insecurity,AgeRange,3,6
Female,60 or older,"High school graduate, no college",White,"Less than $25,000",4,only 1 person in your state,Surveillance,AgeRange,3,6
Female,60 or older,Some college or associate degree,Asian/Pacific Islander,"$75,000 to $99,999",3,only 1 person in your workplace,InducedDisclosure,AgeRange,3,6
Female,60 or older,Some college or associate degree,Asian/Pacific Islander,"$75,000 to $99,999",3,only 1 person in your workplace,Insecurity,AgeRange,3,6
Female,60 or older,Some college or associate degree,Asian/Pacific Islander,"$75,000 to $99,999",3,only 1 person in your workplace,Surveillance,AgeRange,3,6
Female,50-54,Some college or associate degree,White,"Less than $25,000",2,only 1 person in your country,InducedDisclosure,AgeRange,3,6
Female,50-54,Some college or associate degree,White,"Less than $25,000",2,only 1 person in your country,Insecurity,AgeRange,3,6
Female,50-54,Some college or associate degree,White,"Less than $25,000",2,only 1 person in your country,Surveillance,AgeRange,3,6
Male,35-39,Some college or associate degree,White,"Less than $25,000",3,only 1 person in your city,InducedDisclosure,AgeRange,6,3
Male,35-39,Some college or associate degree,White,"Less than $25,000",3,only 1 person in your city,Insecurity,AgeRange,5,4
Male,35-39,Some college or associate degree,White,"Less than $25,000",3,only 1 person in your city,Surveillance,AgeRange,2,7
Male,30-34,Bachelor's degree,White,"$50,000 to $74,999",2,only 1 person in your workplace,InducedDisclosure,AgeRange,1,8
Male,30-34,Bachelor's degree,White,"$50,000 to $74,999",2,only 1 person in your workplace,Insecurity,AgeRange,8,1
Male,30-34,Bachelor's degree,White,"$50,000 to $74,999",2,only 1 person in your workplace,Surveillance,AgeRange,8,1
Male,25-29,Masters degree,Asian/Pacific Islander,"$75,000 to $99,999",3,only 1 person in your state,InducedDisclosure,AgeRange,1,8
Male,25-29,Masters degree,Asian/Pacific Islander,"$75,000 to $99,999",3,only 1 person in your state,Insecurity,AgeRange,1,8
Male,25-29,Masters degree,Asian/Pacific Islander,"$75,000 to $99,999",3,only 1 person in your state,Surveillance,AgeRange,1,8
Male,18-24,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",4,only 1 person in your city,InducedDisclosure,AgeRange,1,8
Male,18-24,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",4,only 1 person in your city,Insecurity,AgeRange,1,8
Male,18-24,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",4,only 1 person in your city,Surveillance,AgeRange,3,6
Male,35-39,Bachelor's degree,White,"$35,000 to $49,999",3,only 1 person in your country,InducedDisclosure,AgeRange,4,5
Male,35-39,Bachelor's degree,White,"$35,000 to $49,999",3,only 1 person in your country,Insecurity,AgeRange,7,2
Male,35-39,Bachelor's degree,White,"$35,000 to $49,999",3,only 1 person in your country,Surveillance,AgeRange,4,5
Female,55-59,Bachelor's degree,White,"$100,000 to $124,999",5,only 1 person in your country,InducedDisclosure,AgeRange,1,8
Female,55-59,Bachelor's degree,White,"$100,000 to $124,999",5,only 1 person in your country,Insecurity,AgeRange,1,8
Female,55-59,Bachelor's degree,White,"$100,000 to $124,999",5,only 1 person in your country,Surveillance,AgeRange,1,8
Male,45-49,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your city,InducedDisclosure,AgeRange,2,7
Male,45-49,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your city,Insecurity,AgeRange,2,7
Male,45-49,Bachelor's degree,White,"$25,000 to $34,999",4,only 1 person in your city,Surveillance,AgeRange,2,7
Female,55-59,Some college or associate degree,White,"$50,000 to $74,999",4,only 1 person in your country,InducedDisclosure,AgeRange,5,4
Female,55-59,Some college or associate degree,White,"$50,000 to $74,999",4,only 1 person in your country,Insecurity,AgeRange,7,2
Female,55-59,Some college or associate degree,White,"$50,000 to $74,999",4,only 1 person in your country,Surveillance,AgeRange,4,5
Female,50-54,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your family,InducedDisclosure,AgeRange,5,4
Female,50-54,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your family,Insecurity,AgeRange,5,4
Female,50-54,Bachelor's degree,White,"$50,000 to $74,999",3,only 1 person in your family,Surveillance,AgeRange,5,4
Male,35-39,Bachelor's degree,White,"Less than $25,000",4,only 1 person in your country,InducedDisclosure,AgeRange,4,5
Male,35-39,Bachelor's degree,White,"Less than $25,000",4,only 1 person in your country,Insecurity,AgeRange,4,5
Male,35-39,Bachelor's degree,White,"Less than $25,000",4,only 1 person in your country,Surveillance,AgeRange,4,5
Female,45-49,Bachelor's degree,White,"$35,000 to $49,999",3,only 1 person in your family,InducedDisclosure,AgeRange,7,2
Female,45-49,Bachelor's degree,White,"$35,000 to $49,999",3,only 1 person in your family,Insecurity,AgeRange,6,3
Female,45-49,Bachelor's degree,White,"$35,000 to $49,999",3,only 1 person in your family,Surveillance,AgeRange,7,2
